Original FileName,New FileName,Date,Time,Latitude,Longitude,Category
DJI_20250212114121_0033_T.JPG,2025-02-12_17.9735364444_76.4512153611.jpg,12-02-2025,11:41:21,17.97353644,76.45121536,Thermal
DJI_20250212114121_0033_V.JPG,2025-02-12_17.9735360556_76.4512154722.jpg,12-02-2025,11:41:21,17.97353606,76.45121547,Visible
DJI_20250212114138_0034_T.JPG,2025-02-12_17.9734397222_76.4514112222.jpg,12-02-2025,11:41:38,17.97343972,76.45141122,Thermal
DJI_20250212114138_0034_V.JPG,2025-02-12_17.9734395278_76.4514112778.jpg,12-02-2025,11:41:38,17.97343953,76.45141128,Visible
DJI_20250212114151_0035_T.JPG,2025-02-12_17.9734770833_76.4513996667.jpg,12-02-2025,11:41:51,17.97347708,76.45139967,Thermal
DJI_20250212114151_0035_V.JPG,2025-02-12_17.9734772500_76.4513994722.jpg,12-02-2025,11:41:51,17.97347725,76.45139947,Visible
DJI_20250212114156_0036_T.JPG,2025-02-12_17.9734913889_76.4513963056.jpg,12-02-2025,11:41:56,17.97349139,76.45139631,Thermal
DJI_20250212114156_0036_V.JPG,2025-02-12_17.9734912778_76.4513961389.jpg,12-02-2025,11:41:56,17.97349128,76.45139614,Visible
DJI_20250212114203_0037_T.JPG,2025-02-12_17.9734928333_76.4513927778.jpg,12-02-2025,11:42:03,17.97349283,76.45139278,Thermal
DJI_20250212114203_0037_V.JPG,2025-02-12_17.9734928056_76.4513925833.jpg,12-02-2025,11:42:03,17.97349281,76.45139258,Visible
DJI_20250212114208_0038_T.JPG,2025-02-12_17.9734961667_76.4513935000.jpg,12-02-2025,11:42:08,17.97349617,76.4513935,Thermal
DJI_20250212114208_0038_V.JPG,2025-02-12_17.9734961111_76.4513933333.jpg,12-02-2025,11:42:08,17.97349611,76.45139333,Visible
DJI_20250212114219_0039_T.JPG,2025-02-12_17.9734927778_76.4513787500.jpg,12-02-2025,11:42:19,17.97349278,76.45137875,Thermal
DJI_20250212114219_0039_V.JPG,2025-02-12_17.9734926667_76.4513785833.jpg,12-02-2025,11:42:19,17.97349267,76.45137858,Visible
DJI_20250212114232_0040_T.JPG,2025-02-12_17.9735115556_76.4513968889.jpg,12-02-2025,11:42:32,17.97351156,76.45139689,Thermal
DJI_20250212114232_0040_V.JPG,2025-02-12_17.9735115833_76.4513967778.jpg,12-02-2025,11:42:32,17.97351158,76.45139678,Visible
DJI_20250212114241_0041_T.JPG,2025-02-12_17.9734977778_76.4513929444.jpg,12-02-2025,11:42:41,17.97349778,76.45139294,Thermal
DJI_20250212114241_0041_V.JPG,2025-02-12_17.9734977222_76.4513928056.jpg,12-02-2025,11:42:41,17.97349772,76.45139281,Visible
DJI_20250212114244_0042_T.JPG,2025-02-12_17.9734980000_76.4513934167.jpg,12-02-2025,11:42:44,17.973498,76.45139342,Thermal
DJI_20250212114244_0042_V.JPG,2025-02-12_17.9734978889_76.4513933056.jpg,12-02-2025,11:42:44,17.97349789,76.45139331,Visible
DJI_20250212114255_0043_T.JPG,2025-02-12_17.9734898889_76.4513823056.jpg,12-02-2025,11:42:55,17.97348989,76.45138231,Thermal
DJI_20250212114255_0043_V.JPG,2025-02-12_17.9734897778_76.4513822222.jpg,12-02-2025,11:42:55,17.97348978,76.45138222,Visible
DJI_20250212114307_0044_T.JPG,2025-02-12_17.9734976111_76.4513974167.jpg,12-02-2025,11:43:07,17.97349761,76.45139742,Thermal
DJI_20250212114307_0044_V.JPG,2025-02-12_17.9734975278_76.4513971389.jpg,12-02-2025,11:43:07,17.97349753,76.45139714,Visible
DJI_20250212114313_0045_T.JPG,2025-02-12_17.9735067500_76.4513947222.jpg,12-02-2025,11:43:13,17.97350675,76.45139472,Thermal
DJI_20250212114313_0045_V.JPG,2025-02-12_17.9735066389_76.4513945556.jpg,12-02-2025,11:43:13,17.97350664,76.45139456,Visible
DJI_20250212114322_0046_T.JPG,2025-02-12_17.9734978611_76.4513939722.jpg,12-02-2025,11:43:22,17.97349786,76.45139397,Thermal
DJI_20250212114322_0046_V.JPG,2025-02-12_17.9734978333_76.4513938611.jpg,12-02-2025,11:43:22,17.97349783,76.45139386,Visible
DJI_20250212114329_0047_T.JPG,2025-02-12_17.9734991111_76.4513931667.jpg,12-02-2025,11:43:29,17.97349911,76.45139317,Thermal
DJI_20250212114329_0047_V.JPG,2025-02-12_17.9734990833_76.4513929722.jpg,12-02-2025,11:43:29,17.97349908,76.45139297,Visible
DJI_20250212114339_0048_T.JPG,2025-02-12_17.9734906389_76.4513793056.jpg,12-02-2025,11:43:39,17.97349064,76.45137931,Thermal
DJI_20250212114339_0048_V.JPG,2025-02-12_17.9734905278_76.4513791667.jpg,12-02-2025,11:43:39,17.97349053,76.45137917,Visible
DJI_20250212114348_0049_T.JPG,2025-02-12_17.9735134722_76.4513873056.jpg,12-02-2025,11:43:48,17.97351347,76.45138731,Thermal
DJI_20250212114348_0049_V.JPG,2025-02-12_17.9735133611_76.4513871667.jpg,12-02-2025,11:43:48,17.97351336,76.45138717,Visible
DJI_20250212114357_0050_T.JPG,2025-02-12_17.9735613889_76.4514944722.jpg,12-02-2025,11:43:57,17.97356139,76.45149447,Thermal
DJI_20250212114357_0050_V.JPG,2025-02-12_17.9735615833_76.4514945556.jpg,12-02-2025,11:43:57,17.97356158,76.45149456,Visible
DJI_20250212114401_0051_T.JPG,2025-02-12_17.9735619444_76.4514952778.jpg,12-02-2025,11:44:01,17.97356194,76.45149528,Thermal
DJI_20250212114401_0051_V.JPG,2025-02-12_17.9735518889_76.4515036389.jpg,12-02-2025,11:44:01,17.97355189,76.45150364,Visible
DJI_20250212114404_0052_T.JPG,2025-02-12_17.9735618611_76.4514954722.jpg,12-02-2025,11:44:04,17.97356186,76.45149547,Thermal
DJI_20250212114404_0052_V.JPG,2025-02-12_17.9735518333_76.4515036944.jpg,12-02-2025,11:44:04,17.97355183,76.45150369,Visible
DJI_20250212114418_0053_T.JPG,2025-02-12_17.9735953611_76.4514188889.jpg,12-02-2025,11:44:18,17.97359536,76.45141889,Thermal
DJI_20250212114418_0053_V.JPG,2025-02-12_17.9735859444_76.4514263056.jpg,12-02-2025,11:44:18,17.97358594,76.45142631,Visible
DJI_20250212114438_0054_T.JPG,2025-02-12_17.9733701667_76.4516101389.jpg,12-02-2025,11:44:38,17.97337017,76.45161014,Thermal
DJI_20250212114439_0054_V.JPG,2025-02-12_17.9733584444_76.4516183611.jpg,12-02-2025,11:44:39,17.97335844,76.45161836,Visible
DJI_20250212114441_0055_T.JPG,2025-02-12_17.9733700556_76.4516091111.jpg,12-02-2025,11:44:41,17.97337006,76.45160911,Thermal
DJI_20250212114441_0055_V.JPG,2025-02-12_17.9733702222_76.4516090833.jpg,12-02-2025,11:44:41,17.97337022,76.45160908,Visible
DJI_20250212114449_0056_T.JPG,2025-02-12_17.9734426111_76.4516222500.jpg,12-02-2025,11:44:49,17.97344261,76.45162225,Thermal
DJI_20250212114449_0056_V.JPG,2025-02-12_17.9734321389_76.4516307778.jpg,12-02-2025,11:44:49,17.97343214,76.45163078,Visible
